H;10369661000142;20151228;20151230
V;02290510000176;7089;E;1610550;90000;20151214;20151229
V;02290510000176;9526;E;4972692;100000;20151214;20151230
V;07467822000126;10311;E;503179;24000;20151229;20151229
V;07467822000126;18778;E;151400;36000;20151205;20151228
V;07467822000126;67101;E;9259404;3926000;20151215;20151228
V;07467822000126;67102;E;4030000;1270000;20151215;20151228
V;07467822000126;67194;E;7472500;700000;20151217;20151228
V;07467822000126;67198;E;13103440;4238000;20151217;20151229
V;07467822000126;67205;E;4773300;2253000;20151217;20151229
V;08789294000194;10502;E;525000;1500000;20151130;20151229
V;08789294000194;11333;E;1601700;528000;20151202;20151229
V;08789294000194;11374;E;322400;130000;20151214;20151228
V;18459628008795;10278;E;1025695;14000;20151228;20151228
V;18459628008795;10311;E;503179;1000;20151229;20151229
V;18459628008795;19069;E;431136;72000;20151216;20151228
V;18459628008795;19095;E;834408;216000;20151217;20151228
V;18459628008795;19096;E;278136;72000;20151217;20151228
V;23361306001060;10278;E;1025695;10000;20151228;20151228
V;23361306001060;10311;E;503179;10000;20151229;20151229
V;23361306001060;17878;E;7512000;200000;20151125;20151229
V;23361306001060;17917;E;12383000;350000;20151128;20151229
V;47180625002190;10278;E;1025695;38000;20151228;20151228
V;47180625002190;10311;E;503179;1000;20151229;20151229
V;47180625002190;19278;E;383130;60000;20151222;20151228
V;47180625002190;19294;E;102774;60000;20151222;20151229
V;47180625002190;19447;E;263029;120000;20151228;20151228
V;47180625002190;38818;E;4950000;1800000;20151228;20151230
V;47180625002190;38819;E;4950000;1800000;20151228;20151230
V;47180625002190;54400;E;10770040;525000;20151209;20151229
V;48539407009840;10278;E;1025695;5000;20151228;20151228
V;48539407009840;18778;E;151400;34000;20151205;20151228
V;58133703000178;19321;E;634578;42000;20151210;20151230
V;60744463001080;10277;E;318648;16000;20151228;20151228
V;60744463001080;10278;E;1025695;1000;20151228;20151228
V;60744463001080;15000;E;999000;74000;20151214;20151229
V;64858525000226;10278;E;1025695;12000;20151228;20151228
V;64858525000226;10311;E;503179;13000;20151229;20151229
V;64858525000226;19276;E;360160;48000;20151221;20151228
V;76719525000305;31500;E;3385839;600000;20151109;20151229
E
